Scraped At,Section,Product Name,Discount,Rating
2026-02-15,Women Clothing,shrihub - Cotton Red Women's Semi Patiala Salwar ( Pack of 1 ),8,1.3
2026-02-15,Women Clothing,"TAMINA Black,White Cotton Blend Women's Flared Skirt ( Pack of 1 )",21,1.8
2026-02-15,Women Clothing,color bucket Women Net Circular Semi Stitched Lehenga Choli ( Beige ),18,2.4
2026-02-15,Women Clothing,Tankirti Cotton Printed Women Regular Nighty ( Blue ),28,3.8
2026-02-15,Women Clothing,ZWERLON Orange Polyester Women's Flared Skirt ( Pack of 1 ),18,2.8
2026-02-15,Women Clothing,ALTECIA Women Net Indo-Western Semi Stitched Lehenga Choli ( Black ),21,4.6
2026-02-15,Women Clothing,PuriMaa Beige Organza Circular Semi Stitched Lehenga,50,1.9
2026-02-15,Women Clothing,Mercel Brown Polyester Women's Nightwear Night Dress ( Pack of 1 ),18,3.7
2026-02-15,Women Clothing,DOOZIE LOVEPLUS Pack of 6 Poly Cotton Printed Women's Hipster ( Multicolor ),50,2.8
2026-02-15,Women Clothing,Vibhagyaa Georgette Printed Saree With Unstitched Blouse Piece ( Black ),52,1.2
2026-02-15,Women Clothing,LONDON BELLY Multicolor Cotton Blend Regular Fit Women's Jumpsuit ( Pack of 1 ),24,2.6
2026-02-15,Women Clothing,"Igrab Cotton Blend Hipster ( Multicolor , Pack of 10 )",36,2.3
2026-02-15,Women Clothing,YUGAVEERAA Lycra Solid Regular Saree With Unstitched Blouse Piece ( Blue ),37,2.0
2026-02-15,Women Clothing,ATIMUNA Gold Polyester Women Baby Doll Dress With Panty,20,1.5
2026-02-15,Women Clothing,RIYA ENTERPRISE Chiffon Solid Regular Saree With Unstitched Blouse Piece ( Gold ),26,3.4
2026-02-15,Women Clothing,Lecowar Women Fleece Hooded Sweatshirt For ( Black ),37,3.3
2026-02-15,Women Clothing,"DELTIN HUB Lycra Petticoat ( Yellow , )",17,3.2
2026-02-15,Women Clothing,Sttoffa Maroon Cotton Women's A-Line Skirt ( Pack of 1 ),20,2.1
2026-02-15,Women Clothing,PuriMaa Pink Organza Circular Semi Stitched Lehenga,30,3.4
2026-02-15,Women Clothing,COMFY ATTIRE Brown Cotton Women's Tiered Skirt ( Pack of 1 ),8,4.7
2026-02-15,Women Clothing,Kashtbhanjan Women Art Silk Straight Cut Unstitched Lehenga Choli ( Blue ),17,3.6
2026-02-15,Women Clothing,Ogarti Woollen Shrugs - Maroon,48,2.3
2026-02-15,Women Clothing,PuriMaa Blue Organza Circular Semi Stitched Lehenga,17,2.7
2026-02-15,Women Clothing,DOOZIE LOVEPLUS Pack of 3 Cotton Printed Women's Hipster ( Multicolor ),6,2.9
2026-02-15,Women Clothing,Gutthi Purple Lace Women Baby Doll Dress With Panty,50,2.6
2026-02-15,Women Clothing,color bucket Blue Net Circular Semi Stitched Lehenga Single,41,4.6
2026-02-15,Women Clothing,Rajnandini Unstitched Cotton Blend Printed Dress Material - Multicolor 2 ( Pack of 1 ),42,1.2
2026-02-15,Women Clothing,"BLYNK Lycra Petticoat ( Multicoloured , )",44,3.5
2026-02-15,Women Clothing,SHOMMEE Women Shirt With Palazzos Co-Ord Set ( Coffee ),46,2.2
2026-02-15,Women Clothing,Jyoti Traders Cotton Women's Shrugs - Black ( Single ),34,3.5
2026-02-15,Women Clothing,"kramox pack of 2 (72 pcs) trips Double Sided Tape for Fashion, Clothing and Body | All Day Strength Invisible Dress Tape for women | Gentle to stick on Skin and clothes | Transparent",48,1.9
2026-02-15,Women Clothing,Laadli Maroon Readymade without Pad Cotton Blend Women's Blouse ( Pack of 1 ),54,4.6
2026-02-15,Women Clothing,Ladyland Pack of 1 Cotton Blend Non Padded Everyday Bra For Women ( Peach ),28,1.6
2026-02-15,Women Clothing,Gazal Fashions Banarasi Silk Woven Saree With Unstitched Blouse Piece ( Maroon ),28,4.0
2026-02-15,Women Clothing,Suntex Lycra Embellished Chanderi saree With Unstitched Blouse Piece ( Maroon ),46,2.3
